artist,auction_house,auction_result,date_sold,dating,img available,inscribed,kind,lot_number,price_estimated,signed,size,stamped,title,with_premium
" 
        John Absolon (1815-1895) England",Bonhams - United Kingdom: Chester,312 GBP,02-05-2013,N/A,y,No,Watercolor ,402,N/A,No,13.39 x 23.23 in (34.01 x 59.00 cm),No,"Our Cottage, Wilts",Yes
" 
        John Absolon (1815-1895) England",Mellors & Kirk - United Kingdom: Nottingham,450 GBP,11-29-2012,N/A,y,No,Watercolor ,997,400 - 600 GBP,No,18.50 x 14.17 in (46.99 x 35.99 cm),No,TWO FRENCH FISHERGIRLS AT BOULOGNE,No
" 
        John Absolon (1815-1895) England",Maynards - Canada: Vancouver,161 USD,06-19-2012,N/A,y,No,Watercolor ,4,300 - 500 USD,Yes,9.06 x 5.12 in (23.01 x 13.00 cm),No,standing nude with towel by lake,Yes
" 
        John Absolon (1815-1895) England",Maynards - Canada: Vancouver,173 USD,06-19-2012,N/A,y,No,Watercolor ,5,300 - 500 USD,Yes,10.04 x 5.12 in (25.50 x 13.00 cm),No,nude model,Yes
" 
        John Absolon (1815-1895) England",Antonina dal 1890 Srl - Italy: Rome,"2,600 EUR",03-31-2012,N/A,n,No,Watercolor on cardboard,213,"2,000 - 3,000 EUR",No,25.98 x 36.22 in (65.99 x 92.00 cm),No,The wandering ministrel,No
" 
        John Absolon (1815-1895) England",Gorringes - United Kingdom: Worthing,Unsold,03-21-2012,N/A,y,No,Watercolor ,1613,200 - 300 GBP,Yes,9.75 x 14.25 in (24.76 x 36.20 cm),No,Italian women loading a boat,No
" 
        John Absolon (1815-1895) England","Christies - United Kingdom: London, South Kensington","1,000 GBP",03-15-2012,N/A,n,No,Watercolor ,181,"800 - 1,200 GBP",Yes,10.98 x 21.73 in (27.89 x 55.19 cm),No,A summer idle,Yes
" 
        John Absolon (1815-1895) England",Bloomsbury Auctions  - United Kingdom: London,Unsold,02-16-2012,N/A,y,No,Watercolor ,191,200 - 300 GBP,No,8.66 x 7.48 in (22.00 x 19.00 cm),No,A pikeman,No
" 
        John Absolon (1815-1895) England",Uppsala Auktionskammare -  Sweden: Uppsala,"4,000 SEK",01-30-2012,N/A,y,No,Watercolor ,362,"4,000 - 5,000 SEK",Yes,9.84 x 13.98 in (24.99 x 35.51 cm),No,Promenerande sällskap,No
" 
        John Absolon (1815-1895) England",Auktionshaus Bergmann - Germany: Erlangen,Unsold,10-08-2011,N/A,y,No,Gouache ,764,N/A,No,12.20 x 29.13 in (30.99 x 73.99 cm),No,Isola Pescatori-Lago Maggiore,No
" 
        John Absolon (1815-1895) England",Bellmans Auctioneers - United Kingdom: West Sussex,150 GBP,06-22-2011,N/A,y,No,Watercolor ,460,200 - 300 GBP,Yes,12.20 x 19.69 in (30.99 x 50.01 cm),No,The Ferry,No
" 
        John Absolon (1815-1895) England","Bonhams - United Kingdom: London, Knightsbridge","1,200 GBP",06-21-2011,N/A,y,No,Watercolor ,105,"1,000 - 1,500 GBP",No,11.81 x 27.56 in (30.00 x 70.00 cm),No,Artist sketching on the beach,Yes
" 
        John Absolon (1815-1895) England","Leland Little Auction & Estate Sales, Ltd - The United States: Hillsborough,North Carolina",900 USD,03-19-2011,N/A,y,No,Watercolor ,103,"1,000 - 2,000 USD",No,21.50 x 38.00 in (54.61 x 96.52 cm),No,Isolo Piscatore,No
" 
        John Absolon (1815-1895) England","Bonhams - United Kingdom: London, Knightsbridge",Unsold,03-01-2011,N/A,y,No,Pencil and watercolour,45,"1,000 - 1,500 GBP",Yes,9.13 x 12.40 in (23.19 x 31.50 cm),No,In the tavern,No
" 
        John Absolon (1815-1895) England",Gorringes - United Kingdom: Worthing,"1,000 GBP",02-09-2011,N/A,y,No,Watercolor ,951,"1,000 - 1,500 GBP",Yes,14.00 x 20.00 in (35.56 x 50.80 cm),No,"&#39;Immigrant ship by day, Australia bound&#39; & &#39;We are out on the ocean sailing..&#39;",No
" 
        John Absolon (1815-1895) England","Skinner - The United States: Boston, Massachusetts","1,541 USD",01-28-2011,N/A,n,No,Watercolor ,251,"1,000 - 1,500 USD",No,10.60 x 21.60 in (26.92 x 54.86 cm),No,Country Outing,Yes
" 
        John Absolon (1815-1895) England",Gorringes - United Kingdom: Worthing,280 GBP,12-08-2010,N/A,y,No,Watercolor ,1960,200 - 300 GBP,No,5.00 x 6.50 in (12.70 x 16.51 cm),No,"Cottage interior, bathtime,",No
" 
        John Absolon (1815-1895) England",Gorringes - United Kingdom: Worthing,850 GBP,12-08-2010,N/A,y,No,Watercolor ,1961,"700 - 1,000 GBP",No,10.50 x 20.50 in (26.67 x 52.07 cm),No,Dieppe,No
" 
        John Absolon (1815-1895) England","Bristol Auction Rooms - United Kingdom: Baynton Road, Bristol",88 GBP,10-28-2010,N/A,y,No,Watercolor ,520,100 - 200 GBP,No,7.87 x 11.02 in (19.99 x 27.99 cm),No,The Doctor&#39;s Visit,No
" 
        John Absolon (1815-1895) England","Keys Fine Art Auctioneers - United Kingdom: Norwich, Norfolk",Unsold,10-08-2010,N/A,y,No,Watercolor ,201,100 - 120 GBP,Yes,13.50 x 21.00 in (34.29 x 53.34 cm),No,The Death of the Soldier,No
" 
        John Absolon (1815-1895) England",Uppsala Auktionskammare -  Sweden: Uppsala,"2,000 SEK",09-27-2010,1858,y,No,Watercolor ,523,"1,000 - 1,500 SEK",Yes,19.09 x 10.83 in (48.49 x 27.51 cm),No,Kvinna med kaffekanna,No
" 
        John Absolon (1815-1895) England",Waddington's - Canada: Toronto,"1,440 CAD",06-15-2010,N/A,y,No,Watercolor ,60,"1,500 - 2,500 CAD",Yes,20.00 x 28.00 in (50.80 x 71.12 cm),No,COME COME SCHOLAR LET MAUDLIN ALONE,Yes
" 
        John Absolon (1815-1895) England","Bonhams - United Kingdom: London, Knightsbridge",Unsold,06-15-2010,N/A,y,No,Watercolor and bodycolour,19,"1,000 - 1,500 GBP",Yes,10.83 x 22.05 in (27.51 x 56.01 cm),No,A summer picnic,No
" 
        John Absolon (1815-1895) England","Keys Fine Art Auctioneers - United Kingdom: Norwich, Norfolk",100 GBP,04-09-2010,N/A,y,No,Watercolor ,160,N/A,No,11.50 x 7.50 in (29.21 x 19.05 cm),No,Girl Carrying a Milk Pail,No
" 
        John Absolon (1815-1895) England",Bamfords Auctions - United Kingdom: Derby,45 GBP,09-16-2009,N/A,y,No,Watercolor ,1372,N/A,Yes,7.87 x 11.61 in (19.99 x 29.49 cm),No,River Crossing,No
" 
        John Absolon (1815-1895) England",Rosebery´s - United Kingdom: London,120 GBP,07-14-2009,N/A,y,No,Watercolor ,813,N/A,No,6.69 x 7.56 in (16.99 x 19.20 cm),No,Shakespeare Introduced to Queen Elizabeth to Read a PLay,No
" 
        John Absolon (1815-1895) England","Peter Wilson - United Kingdom: Cheshire, Nantwich",Unsold,07-08-2009,N/A,n,No,Watercolor over pencil,130,150 - 200 GBP,Yes,10.04 x 7.09 in (25.50 x 18.01 cm),No,Figures in the woods,No
" 
        John Absolon (1815-1895) England",Woolley and Wallis Salisbury Salerooms - United Kingdom: Wiltshire,180 GBP,03-25-2009,N/A,y,Yes,Watercolor 2 items,130,200 - 300 GBP,Yes,6.69 x 9.84 in (16.99 x 24.99 cm),No,Mother and child,No
" 
        John Absolon (1815-1895) England",Andrew Hartley Fine Arts - United Kingdom: West Yorkshire,180 GBP,03-11-2009,N/A,y,No,Watercolor and pencil,636,150 - 220 GBP,No,13.25 x 10.75 in (33.66 x 27.30 cm),No,Young Woman kneeling in Prayer at an oak table,No
" 
        John Absolon (1815-1895) England",Bonhams - United Kingdom: Knowle,156 GBP,03-10-2009,N/A,n,No,Watercolor 2 items,470,150 - 200 GBP,Yes,12.20 x 9.84 in (30.99 x 24.99 cm),No,Serving girl with tray,Yes
" 
        John Absolon (1815-1895) England",Bonhams - United Kingdom: Oxford,144 GBP,02-25-2009,N/A,n,No,Watercolor ,91,N/A,Yes,9.84 x 7.09 in (24.99 x 18.01 cm),No,The love letter,Yes
" 
        John Absolon (1815-1895) England",Bonhams - United Kingdom: Oxford,312 GBP,01-21-2009,N/A,y,No,Watercolor heightened with white,28,N/A,Yes,8.66 x 13.39 in (22.00 x 34.01 cm),No,Harvest workers at rest,Yes
" 
        John Absolon (1815-1895) England",Bonhams - United Kingdom: Oxford,Unsold,12-16-2008,N/A,n,No,Watercolor ,57,400 - 600 GBP,Yes,9.84 x 7.09 in (24.99 x 18.01 cm),No,The love letter,No
" 
        John Absolon (1815-1895) England",Lacy Scott & Knight - United Kingdom: Suffolk,280 GBP,12-13-2008,N/A,y,No,Watercolor ,437,N/A,Yes,13.39 x 11.02 in (34.01 x 27.99 cm),No,Courtship scene with attendant dog,No
" 
        John Absolon (1815-1895) England",Bonhams - United Kingdom: Chester,144 GBP,10-18-2008,N/A,y,No,Watercolor ,832,N/A,Yes,14.17 x 10.24 in (35.99 x 26.01 cm),No,Gentleman in costume in a studio interior,Yes
" 
        John Absolon (1815-1895) England",Cheffins - United Kingdom: Cambridge,Unsold,09-24-2008,N/A,y,No,Watercolor ,564,400 - 600 GBP,Yes,13.39 x 11.02 in (34.01 x 27.99 cm),No,A Soldier Helping a Young Girl over a Stile,No
" 
        John Absolon (1815-1895) England",Andrew Hartley Fine Arts - United Kingdom: West Yorkshire,45 GBP,08-13-2008,N/A,y,No,Watercolor ,446,60 - 100 GBP,No,11.25 x 9.00 in (28.58 x 22.86 cm),No,Saturday Night Marketing,No
" 
        John Absolon (1815-1895) England","Sothebys - United Kingdom: London, Bond Street","10,000 GBP",07-15-2008,N/A,n,No,Watercolor with bodycolour,51,"8,000 - 12,000 GBP",Yes,25.98 x 40.94 in (65.99 x 103.99 cm),No,WE ARE OUT ON THE OCEAN SAILING,Yes
" 
        John Absolon (1815-1895) England",International Art Centre - New Zealand: Auckland,300 NZD,04-22-2008,N/A,y,No,Watercolor ,172,400 - 600 NZD,Yes,9.25 x 13.39 in (23.50 x 34.01 cm),No,Seated Lady,No
" 
        John Absolon (1815-1895) England",Oger-Dumont - France: Paris,900 EUR,04-14-2008,N/A,y,No,Watercolor gouache,127,"1,200 - 1,500 EUR",Yes,12.20 x 26.38 in (30.99 x 67.01 cm),No,La plage 1858,No
" 
        John Absolon (1815-1895) England",Brightwells - United Kingdom: Herefordshire,280 GBP,02-27-2008,N/A,y,No,Watercolor ,57,200 - 300 GBP,Yes,15.98 x 13.03 in (40.59 x 33.10 cm),No,) Distant Thoughts,No
" 
        John Absolon (1815-1895) England","Christies - United Kingdom: London, South Kensington",Unsold,12-11-2007,N/A,y,No,Ink and watercolour with scratching out,693,500 - 700 GBP,Yes,7.99 x 11.02 in (20.29 x 27.99 cm),No,The captured poacher,No
" 
        John Absolon (1815-1895) England","Bonhams - United Kingdom: London, New Bond Street",900 GBP,09-18-2007,N/A,y,No,Pencil heightened with white,90,N/A,No,12.20 x 16.54 in (30.99 x 42.01 cm),No,The harvesters,No
" 
        John Absolon (1815-1895) England","Dominic Winter Book Auctions - United Kingdom: Swindon, Aberdeen City",Unsold,07-26-2007,N/A,n,No,"Watercolor mounted, framed and glazed",1,200 - 300 GBP,Yes,12.56 x 10.20 in (31.90 x 25.91 cm),No,Two women and two children in a cornfield,No
" 
        John Absolon (1815-1895) England","Holloways Auctioneers - United Kingdom: Oxfordshire, Banbury",380 GBP,03-13-2007,N/A,y,No,Pencil and watercolour,272,120 - 180 GBP,No,14.57 x 10.24 in (37.01 x 26.01 cm),No,A young woman sitting by a rustic gate,No
" 
        John Absolon (1815-1895) England",G.E. Sworder & Sons - United Kingdom: Essex,Unsold,11-21-2006,1849,y,No,Watercolor heightened with white,552,"1,500 - 2,000 GBP",Yes,14.17 x 20.47 in (35.99 x 51.99 cm),No,THE PICNIC,No
" 
        John Absolon (1815-1895) England",Lyon & Turnbull - United Kingdom: Edinburgh,Unsold,10-12-2006,N/A,y,No,Watercolor ,104,"8,000 - 1,200 GBP",Yes,18.90 x 14.57 in (48.01 x 37.01 cm),No,THE COURTING COUPLE,No
" 
        John Absolon (1815-1895) England",Bonhams - United Kingdom: Bath,"1,400 GBP",10-09-2006,N/A,y,Yes,Watercolor ,80,N/A,Yes,16.14 x 22.44 in (41.00 x 57.00 cm),No,Elegant figures and peasants on the Italian coast,No
" 
        John Absolon (1815-1895) England",Bonhams - United Kingdom: Bath,130 GBP,09-18-2006,N/A,y,No,Watercolor ,57,N/A,Yes,14.96 x 11.81 in (38.00 x 30.00 cm),No,Young maid and a gentleman at a riverside,No
" 
        John Absolon (1815-1895) England",Bonhams - United Kingdom: Bath,Unsold,07-17-2006,N/A,y,No,Watercolor ,91,300 - 500 GBP,Yes,14.96 x 11.81 in (38.00 x 30.00 cm),No,Young maid and a gentleman at a riverside,No
" 
        John Absolon (1815-1895) England","Bonhams - United Kingdom: London, Knightsbridge",600 GBP,07-04-2006,N/A,y,Yes,Watercolor heightened with bodycolour,190,N/A,Yes,19.88 x 25.20 in (50.50 x 64.01 cm),No,Isaac Walton surprising a pair of rustic lovers in Farnham Park,No
" 
        John Absolon (1815-1895) England","Sothebys - United Kingdom: London, Olympia","1,080 GBP",05-18-2006,N/A,y,No,Watercolor ,83,"1,000 - 1,500 GBP",No,20.08 x 20.08 in (51.00 x 51.00 cm),No,GATHERING IN THE CHURCH YARD,Yes
" 
        John Absolon (1815-1895) England",Lawrences Auctioneers of Crewkerne - United Kingdom: Somerset,460 GBP,04-07-2006,N/A,y,No,Watercolor and pencil vignettes,1173,500 - 700 GBP,Yes,6.89 x 8.86 in (17.50 x 22.50 cm),No,"GREETING; PASTORAL CONVERSATION; REFRESHMENT (ILLUSTRATIONS FOR ""THE VICAR OF WAKEFIELD"")",No
" 
        John Absolon (1815-1895) England","Sothebys - United Kingdom: London, Olympia",Unsold,01-19-2006,1846,y,No,Watercolor over pencil,22,"1,000 - 1,500 GBP",Yes,7.09 x 9.06 in (18.01 x 23.01 cm),No,THE GREETING,No
" 
        John Absolon (1815-1895) England","Christies - United Kingdom: London, South Kensington",420 GBP,12-14-2005,1861,n,Yes,Pencil watercolour and bodycolour,78,500 - 800 GBP,Yes,12.01 x 28.74 in (30.51 x 73.00 cm),No,"A picnic lunch on Isola Piscatore, Lago Maggiore, Italy",Yes
" 
        John Absolon (1815-1895) England","Christies - United Kingdom: London, South Kensington",420 GBP,12-14-2005,N/A,n,No,Pencil and watercolor,110,400 - 600 GBP,Yes,4.49 x 6.73 in (11.40 x 17.09 cm),No,The windmill,Yes
" 
        John Absolon (1815-1895) England",Waddington's - Canada: Toronto,510 CAD,11-21-2005,N/A,n,No,Watercolor unframed,54,700 - 900 CAD,Yes,9.49 x 13.27 in (24.10 x 33.71 cm),No,OVER THE GARDEN WALL,No
" 
        John Absolon (1815-1895) England","Bonhams - United Kingdom: London, Knightsbridge",260 GBP,11-08-2005,N/A,n,No,Watercolor ,85,N/A,Yes,11.02 x 7.28 in (27.99 x 18.49 cm),No,A peasant girl in a red head scarf,No
" 
        John Absolon (1815-1895) England","Christies - United Kingdom: London, South Kensington",360 GBP,06-29-2005,N/A,n,No,Pencil and watercolor,122,400 - 600 GBP,No,9.06 x 7.95 in (23.01 x 20.19 cm),No,A break for lunch,Yes
" 
        John Absolon (1815-1895) England","Sothebys - United Kingdom: London, Olympia","1,200 GBP",01-19-2005,N/A,n,No,Watercolor ,75,"1,000 - 2,000 GBP",Yes,18.90 x 12.60 in (48.01 x 32.00 cm),No,A DRINK AT THE ALE HOUSE,No
" 
        John Absolon (1815-1895) England",Waddington's - Canada: Toronto,Unsold,12-06-2004,N/A,n,No,Watercolor unframed,47,600 - 800 USD,Yes,9.49 x 13.31 in (24.10 x 33.81 cm),Yes,OVER THE GARDEN WALL,No
" 
        John Absolon (1815-1895) England",Lawrences Auctioneers of Crewkerne - United Kingdom: Somerset,160 GBP,10-29-2004,1880,n,No,Watercolor heightened with white,1053,150 - 250 GBP,Yes,12.01 x 8.86 in (30.51 x 22.50 cm),No,THE OLD SCHOLAR,No
" 
        John Absolon (1815-1895) England","Keys Fine Art Auctioneers - United Kingdom: Norwich, Norfolk",145 GBP,04-16-2004,N/A,n,No,Watercolor ,379,150 - 200 GBP,No,3.00 x 9.00 in (7.62 x 22.86 cm),No,The harvest field,No
" 
        John Absolon (1815-1895) England",Woolley and Wallis Salisbury Salerooms - United Kingdom: Wiltshire,"3,000 GBP",04-07-2004,N/A,n,No,Watercolor ,174,"3,000 - 3,500 GBP",Yes,11.02 x 14.76 in (27.99 x 37.49 cm),No,Reapers at rest,No
" 
        John Absolon (1815-1895) England","Sothebys - United Kingdom: London, Olympia",Unsold,03-10-2004,N/A,n,No,Watercolor  and gouache,152,500 - 700 GBP,Yes,9.84 x 13.78 in (24.99 x 35.00 cm),No,A FARMER AND HIS DOG,No
" 
        John Absolon (1815-1895) England",Doyle New York - The United States: New York,450 USD,01-21-2004,N/A,n,No,Watercolor ,13,"800 - 1,200 USD",No,6.38 x 9.49 in (16.21 x 24.10 cm),No,"LANDSCAPE WITH HARVESTERS RESTING [Recto] and A MAN SEATED, ASLEEP: A DOUBLE SIDED WORK  ",No
" 
        John Absolon (1815-1895) England","Sothebys - United Kingdom: London, Olympia",360 GBP,07-16-2003,N/A,n,Yes,Watercolor ,34,300 - 500 GBP,Yes,11.02 x 21.85 in (27.99 x 55.50 cm),No,LEIGH FROM SOUTHEND,No
" 
        John Absolon (1815-1895) England","Sothebys - United Kingdom: London, Bond Street","18,000 GBP",03-19-2003,N/A,n,No,Watercolor and bodycolour with gum arabic,224,"8,000 - 12,000 GBP",Yes,15.35 x 23.62 in (38.99 x 59.99 cm),No,OLIVIA RESTING ,No
" 
        John Absolon (1815-1895) England","Sothebys - United Kingdom: London, Olympia",Unsold,01-29-2003,N/A,n,No,Watercolor ,58,600 - 900 GBP,Yes,11.02 x 21.85 in (27.99 x 55.50 cm),No,LEIGH FROM SOUTHEND,No
" 
        Louis Absolon (1872-1889) England",Bonhams - United Kingdom: Chester,350 GBP,11-09-2011,N/A,y,No,Watercolor ,504,300 - 500 GBP,Yes,10.63 x 13.78 in (27.00 x 35.00 cm),No,&#39;A Doubtful Character&#39;,Yes
" 
        Louis Absolon (1872-1889) England",G.E. Sworder & Sons - United Kingdom: Essex,140 GBP,04-11-2006,N/A,n,Yes,Watercolor 2 items,497,N/A,No,8.66 x 4.13 in (22.00 x 10.49 cm),No,OLD EDINBURGH,No
" 
        Louis Absolon (1872-1889) England","Bonhams - United Kingdom: London, Knightsbridge",700 GBP,06-07-2005,1877,n,No,Watercolor heightened with bodycolour,86,400 - 600 GBP,Yes,17.52 x 13.19 in (44.50 x 33.50 cm),No,Street scene in Northern France,No
" 
        Louis Absolon (1872-1889) England","Bonhams - United Kingdom: London, Knightsbridge",Unsold,04-05-2005,1877,n,No,Watercolor heightened with bodycolour,25,600 - 800 GBP,Yes,17.52 x 13.19 in (44.50 x 33.50 cm),No,Street scene in Northern France,No
" 
        Louis Absolon (1872-1889) England",Gorringes - United Kingdom: Worthing,130 GBP,04-27-2004,1894,n,No,Watercolor ,2276,150 - 200 GBP,Yes,9.25 x 7.25 in (23.50 x 18.42 cm),No,Breton fishergirl,No
" 
        W. Absolon (1927-) Poland",Leo Spik KG - Germany: Berlin,340 EUR,12-02-2010,N/A,n,No,Painting ,1,"1,000 EUR",No,13.19 x 16.30 in (33.50 x 41.40 cm),No,Stillleben mit Früchten,No
" 
        W. Absolon (1927-) Poland",Leo Spik KG - Germany: Berlin,Unsold,10-08-2009,N/A,n,No,Painting ,1,"1,000 EUR",Yes,13.19 x 16.30 in (33.50 x 41.40 cm),No,"Stillleben mit Früchten, Steinzeugkrug mit Nüssen, Messer und Tonschale.",No
" 
        W. Absolon (1927-) Poland",Millon & Associes - France: Paris,60 EUR,03-06-2006,1910,n,No,Oil on canvas,322,80 - 100 EUR,Yes,25.98 x 42.13 in (65.99 x 107.01 cm),No,La vie champêtre,No
" 
        J. Absolum (-) ",McTear´s - United Kingdom: Glasgow,Unsold,08-23-2011,N/A,y,No,Watercolor ,227,100 - 200 GBP,No,13.39 x 9.06 in (34.01 x 23.01 cm),No,BRETON GIRL,No
" 
        Leon Abson (1900-) ",Waddington's - Canada: Toronto,36 CAD,07-08-2013,N/A,y,No,Oil on canvas,66,50 - 75 CAD,Yes,7.87 x 20.00 in (19.99 x 50.80 cm),No,IRISES,Yes
" 
        Leon Abson (1900-) ",Waddington's - Canada: Toronto,48 CAD,07-08-2013,N/A,y,No,Oil on canvas,67,80 - 120 CAD,Yes,9.45 x 24.02 in (24.00 x 61.01 cm),No,RED RIDER,Yes
" 
        Leon Abson (1900-) ",Waddington's - Canada: Toronto,132 CAD,05-13-2013,N/A,n,No,Oil on canvas,134,50 - 75 CAD,Yes,24.02 x 30.00 in (61.01 x 76.20 cm),No,STILL IFE WITH LEMONS AND LIME,Yes
" 
        Leon Abson (1900-) ",Waddington's - Canada: Toronto,144 CAD,05-13-2013,2006,n,No,Oil on canvas,135,40 - 60 CAD,Yes,20.00 x 15.98 in (50.80 x 40.59 cm),No,TULIPS,Yes
" 
        Leon Abson (1900-) ",Waddington's - Canada: Toronto,192 CAD,05-13-2013,N/A,n,No,Oil on canvas,204,40 - 60 CAD,Yes,15.98 x 20.00 in (40.59 x 50.80 cm),No,LAKE SIMCOE BEACH,Yes
" 
        Leon Abson (1900-) ",Waddington's - Canada: Toronto,228 CAD,05-13-2013,N/A,n,No,Oil on canvas,205,60 - 80 CAD,Yes,18.00 x 36.00 in (45.72 x 91.44 cm),No,BROOK; HALIBURTON LAKE,Yes
" 
        O. D. Abston (-) ","Slotin Folk Art - The United States: Georgia, Buford",150 USD,11-08-2008,N/A,n,No,Acrylic on board,616,"800 - 1,200 USD",No,28.50 x 22.00 in (72.39 x 55.88 cm),No,Angel Watching,No
" 
        Betts Abstract (-) ","Harlowe-Powell Auction Ltd - The United States: Virginia, Charlottesville, Seminole Square",600 USD,11-18-2006,N/A,y,Yes,Oil on masonite,289,400 - 600 USD,Yes,28.70 x 41.00 in (72.90 x 104.14 cm),No,Morning Mist,Yes
" 
        Merrick Abstract (-) ","Bristol Auction Rooms - United Kingdom: Baynton Road, Bristol",Unsold,02-05-2009,N/A,n,No,Oil on canvas,436,100 - 150 GBP,No,28.74 x 39.37 in (73.00 x 100.00 cm),No,portrait,No
" 
        David Rankin Abstract (-) ","Leonard Joel Australia - Australia: SOUTH YARRA, Melbourne, VIC",Unsold,10-16-2014,N/A,y,No,Oil on canvas,3035,500 - 700 AUD,Yes,13.39 x 23.62 in (34.01 x 59.99 cm),No,Untitled,No
" 
        Karl Abt (1899-1985) Germany",Auktionshaus Karlheinz Kaupp - Germany: Sulzburg,400 EUR,05-14-2009,N/A,y,No,Watercolor on paper,1319,N/A,Yes,9.25 x 12.40 in (23.50 x 31.50 cm),No,Blick auf Dresden von den Brühlschen Terrassen,No
" 
        Karl Abt (1899-1985) Germany",Peter Kiefer • Buch- und Kunstauktionen - Germany: Pforzheim,Unsold,09-24-2008,N/A,y,No,Oil on wood,6217,200 EUR,Yes,11.81 x 15.75 in (30.00 x 40.00 cm),No,Schwarzwaldlandschaft.,No
" 
        Karl Abt (1899-1985) Germany",Auktionshaus Quentin GmbH - Germany: Berlin,Unsold,04-19-2008,1961,y,No,Oil on canvas,1,350 EUR,Yes,23.62 x 31.50 in (59.99 x 80.01 cm),No,Alpine Vorfrühlingslandschaft,Yes
" 
        Karl Abt (1899-1985) Germany",Auktionshaus Karlheinz Kaupp - Germany: Sulzburg,"1,000 EUR",09-22-2005,1958,n,No,Oil on canvas,2134,"1,000 EUR",Yes,29.72 x 39.76 in (75.49 x 100.99 cm),No,"Flusslandschaft,",No
" 
        Karl Abt (1899-1985) Germany",Auktionshaus Bernd Rieber - Germany: Stuttgart,280 EUR,09-19-2005,1953,n,No,Painting on canvas,910,295 EUR,Yes,37.40 x 47.24 in (95.00 x 119.99 cm),No,Sonnenblumen,No
" 
        Karl Abt (1899-1985) Germany",Allgäuer Auktionshaus  - Germany: Kempten,Unsold,01-13-2005,1960,n,No,Oil ,2311,200 EUR,Yes,25.98 x 20.28 in (65.99 x 51.51 cm),No,Frühling im Holzbachtal,No
" 
        Jeffery Abt (-) ","Leslie Hindman Auctioneers & Appraisers - The United States: Chicago, Illinois",360 USD,07-10-2004,N/A,n,No,Acrylic  egg tempera & gesso,2,200 - 400 USD,No,15.50 x 13.75 in (39.37 x 34.92 cm),No,Night Departures Painting,No
" 
        Otto Abt (1903-1982) Switzerland",Auktionshaus Zofingen - Switzerland: Zofingen,300 CHF,06-06-2015,N/A,n,No,Ink on paper,2036,N/A,No,8.46 x 6.30 in (21.49 x 16.00 cm),No,Blanche die Schattenanemone,No
" 
        Otto Abt (1903-1982) Switzerland",Auktionshaus Zofingen - Switzerland: Zofingen,Unsold,06-06-2015,N/A,n,No,Collage ,2037,N/A,No,8.27 x 4.72 in (21.01 x 11.99 cm),No,Fenster - Liestal,No
" 
        Otto Abt (1903-1982) Switzerland",Dobiaschofsky Auktionen AG - Switzerland: Bern,"1,900 CHF",11-05-2014,N/A,n,No,Watercolor ,243,"2,500 CHF",No,13.78 x 10.63 in (35.00 x 27.00 cm),No,Perpetuum Mobile,No
" 
        Otto Abt (1903-1982) Switzerland",Dobiaschofsky Auktionen AG - Switzerland: Bern,"6,500 CHF",11-05-2014,1930,n,No,Oil on canvas,244,"3,600 CHF",Yes,18.50 x 14.17 in (46.99 x 35.99 cm),No,Drahtmusik,No
" 
        Otto Abt (1903-1982) Switzerland",Dobiaschofsky Auktionen AG - Switzerland: Bern,"1,300 CHF",11-05-2014,N/A,n,No,Oil on canvas,601,750 CHF,Yes,22.05 x 17.91 in (56.01 x 45.49 cm),No,Fin d&#8242;hiver,No
" 
        Otto Abt (1903-1982) Switzerland",Dobiaschofsky Auktionen AG - Switzerland: Bern,Unsold,11-05-2014,1973,y,No,Watercolor ,1209,300 CHF,Yes,5.31 x 7.87 in (13.49 x 19.99 cm),No,Maccagno,No
" 
        Otto Abt (1903-1982) Switzerland",Auktionshaus Zofingen - Switzerland: Zofingen,Unsold,06-12-2014,N/A,n,No,Ink ,2163,300 CHF,Yes,4.92 x 6.30 in (12.50 x 16.00 cm),No,Ligurien,No
" 
        Otto Abt (1903-1982) Switzerland",Dobiaschofsky Auktionen AG - Switzerland: Bern,Unsold,11-06-2013,N/A,y,No,Drawing pencil,1181,450 CHF,Yes,7.48 x 9.13 in (19.00 x 23.19 cm),No,Atelierszene.,No
" 
        Otto Abt (1903-1982) Switzerland",Rusterholtz Galerie und Auktionen - Switzerland: Basel,700 CHF,01-26-2013,1970,y,No,Ink and watercolor on paper,1,500 - 700 CHF,Yes,10.63 x 7.48 in (27.00 x 19.00 cm),No,Paris,No
" 
        Otto Abt (1903-1982) Switzerland",Schuler Auktionen - Switzerland: Zurich,300 CHF,09-13-2012,N/A,n,No,Watercolor on paper,4100,400 - 600 CHF,Yes,6.10 x 7.48 in (15.49 x 19.00 cm),No,El paseo,No
" 
        Otto Abt (1903-1982) Switzerland",Schuler Auktionen - Switzerland: Zurich,230 CHF,12-13-2010,N/A,n,No,Pastel on paper and gouache on paper,8000,250 - 400 CHF,No,20.47 x 13.19 in (51.99 x 33.50 cm),No,Bildnis eines Herren,No
" 
        Otto Abt (1903-1982) Switzerland",Sothebys - Switzerland: Zurich,"12,500 CHF",06-14-2010,N/A,n,No,Oil on canvas,57,"8,000 - 12,000 CHF",Yes,14.57 x 19.29 in (37.01 x 49.00 cm),No,"TESSIN II (LOCO, ONSERNONETAL)",Yes
" 
        Otto Abt (1903-1982) Switzerland",Von Zezschwitz Kunst Und Design - Germany: Munich,200 EUR,05-20-2010,N/A,y,No,Watercolor ,81,200 EUR,Yes,6.18 x 9.21 in (15.70 x 23.39 cm),No,Park in Ronda,No
